Company_Name,NAIC_Code,Filing_State,Filing_Date,LOB,Rate_Change_Type,Rate_Change_Percent,Effective_Date,Prior_Rate_Level,New_Rate_Level,Filed_Territories,Market_Share_State,Avg_Premium_Before,Avg_Premium_After,Competitor_Positioning,Product_Tier,Filed_By,Approved_Status,Approval_Date
Heritage Specialty,76303,FL,2025-02-18,Commercial Auto,Rate Increase,6.0,2025-05-16,1.0,1.06,"FL-West, FL-Central, FL-South",3.1,1449,1536,Premium Above Market Avg,Premium,Actuarial Department,Rejected,
Heritage Specialty,76303,MA,2025-08-10,Commercial Auto,Rate Increase,11.2,2025-10-05,1.0,1.112,"MA-North, MA-Central",7.3,996,1108,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-09-29
Heritage Specialty,76303,MD,2024-11-22,Commercial Auto,New Filing,0.0,2024-12-26,1.0,1.0,"MD-Central, MD-West",8.1,2270,2270,At Market Avg,Mid-Tier,Actuarial Department,Pending,
Heritage Specialty,76303,NC,2024-09-04,Commercial Auto,Rate Increase,8.6,2024-10-04,1.0,1.086,"NC-North, NC-East",7.1,1677,1821,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-10-29
Heritage Specialty,76303,NJ,2025-02-21,Commercial Auto,Rate Decrease,-5.1,2025-03-27,1.0,0.949,"NJ-Central, NJ-North",5.8,1951,1851,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-03-27
Heritage Specialty,76303,NY,2024-10-22,Commercial Auto,Rate Increase,10.1,2025-01-20,1.0,1.101,"NY-West, NY-South, NY-East",2.8,2333,2569,Premium Above Market Avg,Premium,Actuarial Department,Approved,2024-12-10
Heritage Specialty,76303,OR,2024-08-11,Commercial Auto,Rate Increase,2.9,2024-11-20,1.0,1.029,"OR-East, OR-South",3.7,984,1013,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-11-04
Heritage Specialty,76303,VA,2024-08-14,Commercial Auto,Rate Increase,2.5,2024-11-05,1.0,1.025,"VA-South, VA-West, VA-East",2.5,1234,1265,At Market Avg,Budget,Actuarial Department,Approved,2024-10-20
Heritage Specialty,76303,WA,2024-10-05,Commercial Auto,Rate Increase,5.2,2025-01-03,1.0,1.052,"WA-Central, WA-East",2.9,1023,1076,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-04
Heritage Specialty,76303,CA,2025-10-09,Homeowners,Rate Increase,8.2,2025-11-25,1.0,1.082,"CA-South, CA-West",3.4,1206,1305,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-11-10
Heritage Specialty,76303,FL,2024-08-25,Homeowners,Rate Decrease,-6.7,2024-11-23,1.0,0.933,"FL-East, FL-West",3.6,1268,1183,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-04
Heritage Specialty,76303,MA,2024-11-01,Homeowners,Rate Increase,3.4,2025-02-04,1.0,1.034,"MA-Central, MA-East",5.9,2625,2714,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-07
Heritage Specialty,76303,MD,2024-11-08,Homeowners,Rate Decrease,-3.8,2025-01-19,1.0,0.962,"MD-North, MD-South, MD-East",2.7,1703,1638,Premium Below Market Avg,Premium,Actuarial Department,Approved,2024-12-27
Heritage Specialty,76303,NC,2024-11-13,Homeowners,Rate Increase,4.6,2025-02-13,1.0,1.046,"NC-East, NC-Central",3.7,2711,2836,Premium Above Market Avg,Premium,Actuarial Department,Rejected,
Heritage Specialty,76303,NJ,2024-09-22,Homeowners,Rate Decrease,-2.9,2024-10-24,1.0,0.971,"NJ-West, NJ-North, NJ-Central",1.1,3229,3135,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-24
Heritage Specialty,76303,NY,2024-05-25,Homeowners,Rate Decrease,-1.9,2024-07-18,1.0,0.981,"NY-East, NY-South, NY-West",9.0,1905,1869,At Market Avg,Budget,Actuarial Department,Approved,2024-07-14
Heritage Specialty,76303,OR,2024-11-25,Homeowners,New Filing,0.0,2025-03-15,1.0,1.0,"OR-South, OR-West",4.1,3372,3372,At Market Avg,Premium,Actuarial Department,Approved,2025-03-08
Heritage Specialty,76303,VA,2025-02-17,Homeowners,Rate Increase,5.4,2025-03-20,1.0,1.054,"VA-Central, VA-North",2.7,1324,1395,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-03-18
Heritage Specialty,76303,WA,2025-09-27,Homeowners,New Filing,0.0,2026-01-14,1.0,1.0,"WA-East, WA-Central",3.3,2922,2922,At Market Avg,Mid-Tier,Actuarial Department,Approved,2026-01-06
Heritage Specialty,76303,CA,2025-07-05,Personal Auto,Rate Increase,7.3,2025-10-06,1.0,1.073,"CA-South, CA-Central",3.7,1462,1569,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-29
Heritage Specialty,76303,FL,2025-06-26,Personal Auto,Rate Decrease,-2.8,2025-08-16,1.0,0.972,"FL-Central, FL-West",1.5,1338,1301,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-08-04
Heritage Specialty,76303,MA,2025-01-28,Personal Auto,Rate Decrease,-2.9,2025-04-01,1.0,0.971,"MA-East, MA-West",9.9,1588,1542,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-02-17
Heritage Specialty,76303,MD,2024-11-05,Personal Auto,Rate Increase,7.2,2024-12-20,1.0,1.072,"MD-North, MD-Central",3.6,1455,1560,Premium Above Market Avg,Budget,Actuarial Department,Pending,
Heritage Specialty,76303,NC,2025-04-08,Personal Auto,Rate Increase,8.2,2025-06-29,1.0,1.082,"NC-North, NC-East, NC-South",3.4,921,997,Premium Above Market Avg,Premium,Actuarial Department,Rejected,
Heritage Specialty,76303,NJ,2025-03-07,Personal Auto,Rate Increase,5.2,2025-05-03,1.0,1.052,"NJ-North, NJ-South, NJ-East",11.0,1320,1389,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-05-05
Heritage Specialty,76303,NY,2025-04-23,Personal Auto,Rate Increase,12.0,2025-06-23,1.0,1.12,"NY-South, NY-West",5.1,1186,1328,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-06-14
Heritage Specialty,76303,OR,2025-05-16,Personal Auto,Rate Decrease,-7.8,2025-07-13,1.0,0.922,"OR-Central, OR-South, OR-North",2.5,1073,989,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-07-05
Heritage Specialty,76303,VA,2025-06-19,Personal Auto,Rate Decrease,-6.5,2025-09-17,1.0,0.935,"VA-Central, VA-South, VA-West",5.3,1018,952,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-08-20
Heritage Specialty,76303,WA,2025-05-26,Personal Auto,Rate Increase,8.3,2025-07-08,1.0,1.083,"WA-South, WA-Central",4.3,1383,1498,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-07-07
Heritage Specialty,76303,CA,2024-12-26,Workers Comp,Rate Decrease,-3.5,2025-04-17,1.0,0.965,"CA-Central, CA-North",2.3,2175,2099,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-03-29
Heritage Specialty,76303,FL,2025-12-03,Workers Comp,Rate Decrease,-7.8,2026-03-17,1.0,0.922,"FL-North, FL-West",7.8,1746,1610,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2026-03-01
Heritage Specialty,76303,MA,2024-09-03,Workers Comp,Rate Decrease,-5.7,2024-12-17,1.0,0.943,"MA-West, MA-Central",5.1,1546,1458,Premium Below Market Avg,Mid-Tier,Actuarial Department,Pending,
Heritage Specialty,76303,MD,2024-06-07,Workers Comp,Rate Increase,2.4,2024-08-17,1.0,1.024,"MD-East, MD-North",8.9,2948,3019,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-07-22
Heritage Specialty,76303,NC,2024-06-06,Workers Comp,Rate Decrease,-1.3,2024-08-17,1.0,0.987,"NC-South, NC-West",1.8,2806,2770,At Market Avg,Premium,Actuarial Department,Pending,
Heritage Specialty,76303,NJ,2025-11-09,Workers Comp,New Filing,0.0,2026-01-23,1.0,1.0,"NJ-Central, NJ-South, NJ-East",1.3,2488,2488,At Market Avg,Mid-Tier,Actuarial Department,Approved,2026-01-20
Heritage Specialty,76303,NY,2025-06-28,Workers Comp,Rate Increase,7.4,2025-09-22,1.0,1.074,"NY-East, NY-Central",2.1,2733,2935,Premium Above Market Avg,Mid-Tier,Actuarial Department,Withdrawn,
Heritage Specialty,76303,OR,2025-04-18,Workers Comp,Rate Increase,8.3,2025-07-20,1.0,1.083,"OR-East, OR-North",4.3,1903,2061,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-06-30
Heritage Specialty,76303,VA,2025-09-20,Workers Comp,Rate Increase,8.4,2025-10-23,1.0,1.084,"VA-North, VA-West, VA-East",8.9,1626,1763,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-11-11
Heritage Specialty,76303,WA,2025-02-02,Workers Comp,Rate Increase,2.6,2025-03-31,1.0,1.026,"WA-Central, WA-North",12.5,1887,1936,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-03-15
Liberty Bay Indemnity,83173,CA,2024-06-30,Commercial Auto,Rate Decrease,-6.8,2024-08-16,1.0,0.932,"CA-East, CA-Central",13.2,1576,1469,Premium Below Market Avg,Premium,Actuarial Department,Approved,2024-08-20
Liberty Bay Indemnity,83173,FL,2024-05-28,Commercial Auto,Rate Increase,9.6,2024-07-23,1.0,1.096,"FL-Central, FL-North",3.1,1510,1655,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-07-20
Liberty Bay Indemnity,83173,MA,2025-06-21,Commercial Auto,Rate Increase,5.9,2025-09-17,1.0,1.059,"MA-North, MA-Central",7.7,2397,2538,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-09-13
Liberty Bay Indemnity,83173,MD,2024-09-16,Commercial Auto,Rate Decrease,-2.2,2024-12-05,1.0,0.978,"MD-South, MD-East",5.9,1263,1235,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-26
Liberty Bay Indemnity,83173,NC,2025-03-30,Commercial Auto,Rate Decrease,-2.7,2025-06-02,1.0,0.973,"NC-Central, NC-East",8.6,999,972,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-04-23
Liberty Bay Indemnity,83173,NJ,2025-09-03,Commercial Auto,Rate Increase,3.8,2025-12-12,1.0,1.038,"NJ-East, NJ-South",0.1,1627,1689,Premium Above Market Avg,Mid-Tier,Actuarial Department,Rejected,
Liberty Bay Indemnity,83173,NY,2025-04-05,Commercial Auto,Rate Increase,2.4,2025-07-21,1.0,1.024,"NY-West, NY-Central",5.2,1788,1831,At Market Avg,Budget,Actuarial Department,Approved,2025-07-01
Liberty Bay Indemnity,83173,OR,2024-06-20,Commercial Auto,Rate Increase,6.4,2024-10-11,1.0,1.064,"OR-South, OR-West",6.0,1171,1246,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-09-20
Liberty Bay Indemnity,83173,VA,2025-04-30,Commercial Auto,Rate Increase,9.6,2025-08-14,1.0,1.096,"VA-Central, VA-West",4.5,1555,1704,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-08-11
Liberty Bay Indemnity,83173,WA,2025-07-08,Commercial Auto,Rate Increase,9.0,2025-09-08,1.0,1.09,"WA-West, WA-Central, WA-North",5.5,1778,1938,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-23
Liberty Bay Indemnity,83173,CA,2025-10-17,Homeowners,Rate Decrease,-3.8,2025-12-31,1.0,0.962,"CA-East, CA-South",1.3,2782,2676,Premium Below Market Avg,Mid-Tier,Actuarial Department,Rejected,
Liberty Bay Indemnity,83173,FL,2025-08-01,Homeowners,Rate Increase,6.2,2025-09-22,1.0,1.062,"FL-West, FL-North",4.5,1727,1834,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-09-14
Liberty Bay Indemnity,83173,MA,2024-07-24,Homeowners,Rate Increase,2.4,2024-10-10,1.0,1.024,"MA-South, MA-East",2.8,2291,2346,At Market Avg,Mid-Tier,Actuarial Department,Pending,
Liberty Bay Indemnity,83173,MD,2024-07-09,Homeowners,Rate Increase,11.4,2024-08-31,1.0,1.114,"MD-South, MD-Central",7.3,3168,3529,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Liberty Bay Indemnity,83173,NC,2024-12-02,Homeowners,Rate Decrease,-4.0,2025-01-16,1.0,0.96,"NC-South, NC-East",3.9,2146,2060,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-25
Liberty Bay Indemnity,83173,NJ,2024-06-12,Homeowners,Rate Increase,9.0,2024-07-21,1.0,1.09,"NJ-West, NJ-South",0.7,1804,1966,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-07-18
Liberty Bay Indemnity,83173,NY,2025-01-11,Homeowners,Rate Increase,8.3,2025-02-11,1.0,1.083,"NY-South, NY-West, NY-North",3.7,1237,1340,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-02-26
Liberty Bay Indemnity,83173,OR,2025-09-16,Homeowners,Rate Increase,3.3,2025-10-28,1.0,1.033,"OR-South, OR-West",10.5,3029,3129,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-10-23
Liberty Bay Indemnity,83173,VA,2024-11-08,Homeowners,Rate Decrease,-5.8,2025-01-26,1.0,0.942,"VA-South, VA-East",3.9,1849,1742,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-01-19
Liberty Bay Indemnity,83173,WA,2025-08-05,Homeowners,Rate Increase,11.1,2025-11-30,1.0,1.111,"WA-Central, WA-West, WA-South",3.2,1914,2126,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-11-12
Liberty Bay Indemnity,83173,CA,2025-11-30,Personal Auto,Rate Increase,7.6,2026-03-22,1.0,1.076,"CA-Central, CA-East, CA-South",2.0,1483,1596,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2026-02-16
Liberty Bay Indemnity,83173,FL,2025-03-22,Personal Auto,Rate Increase,2.3,2025-05-18,1.0,1.023,"FL-North, FL-East, FL-South",6.1,1497,1531,At Market Avg,Mid-Tier,Actuarial Department,Pending,
Liberty Bay Indemnity,83173,MA,2025-03-18,Personal Auto,Rate Increase,8.8,2025-06-18,1.0,1.088,"MA-Central, MA-North",2.3,935,1017,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-06-01
Liberty Bay Indemnity,83173,MD,2025-07-01,Personal Auto,Rate Decrease,-6.8,2025-09-15,1.0,0.932,"MD-North, MD-West",1.3,890,829,Premium Below Market Avg,Mid-Tier,Actuarial Department,Pending,
Liberty Bay Indemnity,83173,NC,2025-03-26,Personal Auto,Rate Increase,4.8,2025-06-13,1.0,1.048,"NC-East, NC-North",9.1,809,848,Premium Above Market Avg,Mid-Tier,Actuarial Department,Rejected,
Liberty Bay Indemnity,83173,NJ,2025-07-15,Personal Auto,Rate Increase,6.8,2025-11-03,1.0,1.068,"NJ-North, NJ-Central",1.8,859,917,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-21
Liberty Bay Indemnity,83173,NY,2024-05-17,Personal Auto,Rate Increase,10.0,2024-07-28,1.0,1.1,"NY-North, NY-East",0.6,1148,1263,Premium Above Market Avg,Premium,Actuarial Department,Approved,2024-07-10
Liberty Bay Indemnity,83173,OR,2025-08-26,Personal Auto,Rate Increase,10.5,2025-11-29,1.0,1.105,"OR-North, OR-South",5.1,1378,1523,Premium Above Market Avg,Budget,Actuarial Department,Pending,
Liberty Bay Indemnity,83173,VA,2024-09-04,Personal Auto,Rate Increase,4.8,2024-11-15,1.0,1.048,"VA-South, VA-West, VA-Central",5.0,1400,1467,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-13
Liberty Bay Indemnity,83173,WA,2024-08-16,Personal Auto,Rate Increase,8.4,2024-10-26,1.0,1.084,"WA-East, WA-North, WA-West",5.3,1057,1146,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-08-29
Liberty Bay Indemnity,83173,CA,2025-09-01,Workers Comp,Rate Increase,10.5,2025-10-29,1.0,1.105,"CA-West, CA-Central, CA-East",1.4,1370,1514,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-10
Liberty Bay Indemnity,83173,FL,2024-08-29,Workers Comp,Rate Increase,4.6,2024-12-01,1.0,1.046,"FL-East, FL-North, FL-West",10.7,2408,2519,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-11-14
Liberty Bay Indemnity,83173,MA,2024-08-17,Workers Comp,Rate Increase,10.0,2024-11-24,1.0,1.1,"MA-Central, MA-East",3.7,1975,2172,Premium Above Market Avg,Premium,Actuarial Department,Rejected,
Liberty Bay Indemnity,83173,MD,2024-10-13,Workers Comp,Rate Increase,9.8,2024-11-18,1.0,1.098,"MD-North, MD-West",14.3,1839,2019,Premium Above Market Avg,Premium,Actuarial Department,Approved,2024-12-02
Liberty Bay Indemnity,83173,NC,2025-03-31,Workers Comp,Rate Decrease,-1.8,2025-06-26,1.0,0.982,"NC-East, NC-South",3.6,2890,2838,At Market Avg,Budget,Actuarial Department,Pending,
Liberty Bay Indemnity,83173,NJ,2025-12-15,Workers Comp,Rate Decrease,-4.3,2026-02-11,1.0,0.957,"NJ-East, NJ-Central",15.9,2363,2261,Premium Below Market Avg,Premium,Actuarial Department,Pending,
Liberty Bay Indemnity,83173,NY,2025-11-19,Workers Comp,Rate Increase,8.0,2025-12-28,1.0,1.08,"NY-South, NY-East",5.4,2085,2252,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-12-30
Liberty Bay Indemnity,83173,OR,2025-10-04,Workers Comp,Rate Decrease,-6.0,2026-01-05,1.0,0.94,"OR-South, OR-North",11.1,1564,1470,Premium Below Market Avg,Budget,Actuarial Department,Approved,2026-01-01
Liberty Bay Indemnity,83173,VA,2024-06-05,Workers Comp,Rate Increase,2.6,2024-07-21,1.0,1.026,"VA-South, VA-East",4.4,2928,3004,At Market Avg,Budget,Actuarial Department,Pending,
Liberty Bay Indemnity,83173,WA,2024-09-24,Workers Comp,Rate Increase,10.6,2024-12-04,1.0,1.106,"WA-South, WA-East",10.0,2450,2710,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Mariner General,40878,CA,2025-01-15,Commercial Auto,Rate Increase,6.5,2025-03-04,1.0,1.065,"CA-East, CA-South",9.7,2368,2522,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-02-21
Mariner General,40878,FL,2024-06-13,Commercial Auto,Rate Decrease,-3.5,2024-09-02,1.0,0.965,"FL-South, FL-Central, FL-North",3.1,1621,1564,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-07-27
Mariner General,40878,MA,2025-03-27,Commercial Auto,Rate Decrease,-2.5,2025-05-21,1.0,0.975,"MA-East, MA-South",2.6,1881,1834,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-05-12
Mariner General,40878,MD,2025-12-06,Commercial Auto,Rate Increase,5.9,2026-01-30,1.0,1.059,"MD-North, MD-South",6.6,2065,2187,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Mariner General,40878,NC,2025-03-13,Commercial Auto,Rate Decrease,-3.9,2025-07-03,1.0,0.961,"NC-South, NC-North",8.7,1657,1592,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-06-09
Mariner General,40878,NJ,2025-04-17,Commercial Auto,Rate Decrease,-6.9,2025-05-27,1.0,0.931,"NJ-East, NJ-West",3.3,1729,1610,Premium Below Market Avg,Mid-Tier,Actuarial Department,Pending,
Mariner General,40878,NY,2025-06-21,Commercial Auto,Rate Decrease,-5.7,2025-08-24,1.0,0.943,"NY-North, NY-South",6.1,2167,2043,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-08-11
Mariner General,40878,OR,2025-05-27,Commercial Auto,Rate Decrease,-6.0,2025-06-29,1.0,0.94,"OR-West, OR-East",1.4,1864,1752,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-06-27
Mariner General,40878,VA,2025-02-28,Commercial Auto,Rate Decrease,-6.7,2025-04-06,1.0,0.933,"VA-South, VA-West, VA-North",4.9,1012,944,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-03-18
Mariner General,40878,WA,2025-06-09,Commercial Auto,Rate Decrease,-1.3,2025-08-21,1.0,0.987,"WA-North, WA-East",5.6,1976,1950,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-19
Mariner General,40878,CA,2025-07-12,Homeowners,Rate Decrease,-6.3,2025-10-25,1.0,0.937,"CA-West, CA-North",1.9,3102,2907,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-10-01
Mariner General,40878,FL,2024-11-24,Homeowners,Rate Increase,2.1,2025-03-17,1.0,1.021,"FL-East, FL-South",2.4,1339,1367,At Market Avg,Premium,Actuarial Department,Rejected,
Mariner General,40878,MA,2024-10-28,Homeowners,Rate Increase,6.7,2024-12-09,1.0,1.067,"MA-North, MA-West, MA-South",5.2,1863,1988,Premium Above Market Avg,Premium,Actuarial Department,Approved,2024-12-01
Mariner General,40878,MD,2024-06-21,Homeowners,Rate Increase,2.8,2024-09-12,1.0,1.028,"MD-North, MD-East",3.2,3413,3509,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-07-08
Mariner General,40878,NC,2025-02-01,Homeowners,Rate Decrease,-3.4,2025-03-25,1.0,0.966,"NC-Central, NC-West",1.3,1859,1796,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-03-16
Mariner General,40878,NJ,2025-06-15,Homeowners,Rate Increase,7.9,2025-10-07,1.0,1.079,"NJ-West, NJ-North",4.5,3463,3737,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-09-08
Mariner General,40878,NY,2025-01-05,Homeowners,Rate Increase,7.2,2025-03-28,1.0,1.072,"NY-South, NY-North",5.2,3051,3271,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-02-22
Mariner General,40878,OR,2025-11-14,Homeowners,Rate Decrease,-7.5,2026-02-02,1.0,0.925,"OR-East, OR-West",2.5,3459,3200,Premium Below Market Avg,Mid-Tier,Actuarial Department,Pending,
Mariner General,40878,VA,2025-01-31,Homeowners,Rate Increase,3.6,2025-05-07,1.0,1.036,"VA-East, VA-North",3.9,2274,2356,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-04-19
Mariner General,40878,WA,2025-03-27,Homeowners,Rate Increase,4.3,2025-04-26,1.0,1.043,"WA-West, WA-East",4.5,1913,1995,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-04-17
Mariner General,40878,CA,2024-11-10,Personal Auto,Rate Increase,11.3,2025-01-09,1.0,1.113,"CA-East, CA-North, CA-Central",5.9,1491,1659,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-01-07
Mariner General,40878,FL,2025-06-19,Personal Auto,Rate Decrease,-5.8,2025-09-05,1.0,0.942,"FL-North, FL-Central",9.2,1577,1486,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-21
Mariner General,40878,MA,2025-03-24,Personal Auto,Rate Decrease,-5.3,2025-07-09,1.0,0.947,"MA-Central, MA-North",6.4,1165,1103,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-04-21
Mariner General,40878,MD,2025-04-18,Personal Auto,Rate Increase,8.8,2025-06-07,1.0,1.088,"MD-West, MD-Central",3.8,1285,1398,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-06-03
Mariner General,40878,NC,2025-07-15,Personal Auto,Rate Increase,6.9,2025-08-23,1.0,1.069,"NC-East, NC-Central",4.2,1178,1259,Premium Above Market Avg,Mid-Tier,Actuarial Department,Rejected,
Mariner General,40878,NJ,2024-05-14,Personal Auto,Rate Increase,12.0,2024-06-15,1.0,1.12,"NJ-Central, NJ-East, NJ-West",8.0,870,974,Premium Above Market Avg,Mid-Tier,Actuarial Department,Rejected,
Mariner General,40878,NY,2024-11-09,Personal Auto,Rate Increase,7.3,2025-03-05,1.0,1.073,"NY-East, NY-North, NY-South",2.7,1431,1535,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-01-11
Mariner General,40878,OR,2025-10-06,Personal Auto,Rate Increase,10.5,2026-01-14,1.0,1.105,"OR-South, OR-Central",8.4,982,1085,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-12-13
Mariner General,40878,VA,2024-06-21,Personal Auto,Rate Decrease,-1.9,2024-08-19,1.0,0.981,"VA-Central, VA-East, VA-North",5.8,1435,1408,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-07-31
Mariner General,40878,WA,2025-03-12,Personal Auto,Rate Increase,9.3,2025-04-20,1.0,1.093,"WA-West, WA-North",3.0,1491,1630,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-05-04
Mariner General,40878,CA,2025-11-30,Workers Comp,Rate Increase,8.9,2026-03-10,1.0,1.089,"CA-West, CA-North",5.2,2056,2239,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2026-02-05
Mariner General,40878,FL,2025-06-08,Workers Comp,Rate Decrease,-2.1,2025-09-23,1.0,0.979,"FL-South, FL-West",8.8,1931,1890,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-09-22
Mariner General,40878,MA,2025-07-19,Workers Comp,Rate Increase,7.3,2025-09-03,1.0,1.073,"MA-West, MA-Central",1.8,2972,3189,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-25
Mariner General,40878,MD,2025-03-17,Workers Comp,Rate Decrease,-4.2,2025-06-21,1.0,0.958,"MD-West, MD-North, MD-East",3.2,1164,1115,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-06-08
Mariner General,40878,NC,2025-01-27,Workers Comp,Rate Increase,11.7,2025-04-25,1.0,1.117,"NC-South, NC-Central",1.9,1092,1220,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-02-27
Mariner General,40878,NJ,2025-06-19,Workers Comp,Rate Increase,1.7,2025-07-20,1.0,1.017,"NJ-West, NJ-North",1.8,1837,1868,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-06
Mariner General,40878,NY,2024-05-08,Workers Comp,Rate Increase,8.3,2024-06-18,1.0,1.083,"NY-South, NY-West",2.8,1266,1371,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Mariner General,40878,OR,2025-11-25,Workers Comp,Rate Increase,3.6,2026-03-05,1.0,1.036,"OR-East, OR-Central",1.4,2722,2820,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2026-01-16
Mariner General,40878,VA,2024-11-25,Workers Comp,Rate Decrease,-4.1,2025-03-06,1.0,0.959,"VA-West, VA-South",4.0,1814,1740,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-03-03
Mariner General,40878,WA,2025-02-19,Workers Comp,Rate Decrease,-2.1,2025-05-13,1.0,0.979,"WA-North, WA-South",3.2,1171,1146,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-04-25
Northeast Fidelity,85785,CA,2024-08-31,Commercial Auto,Rate Increase,10.9,2024-11-27,1.0,1.109,"CA-West, CA-South",1.8,2273,2521,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-11-14
Northeast Fidelity,85785,FL,2024-05-24,Commercial Auto,New Filing,0.0,2024-08-19,1.0,1.0,"FL-Central, FL-East",4.3,1763,1763,At Market Avg,Mid-Tier,Actuarial Department,Pending,
Northeast Fidelity,85785,MA,2024-06-07,Commercial Auto,Rate Increase,1.4,2024-08-26,1.0,1.014,"MA-South, MA-West",3.7,1340,1359,At Market Avg,Mid-Tier,Actuarial Department,Rejected,
