Company,LOB,Date,Currency,State,NetEarnedPremium_MUSD,NetWrittenPremium_MUSD,GrossWrittenPremium_MUSD,ClaimPaid_MUSD,LAE_MUSD,LossRatio_Pct,Expenses_MUSD,Retention_Ratio_Pct,Combined_Ratio_Pct,AvgSettlementDays,LitigationRate_Pct,ClaimSettlementRatio_Pct,RenewalRate_Pct,NewPoliciesIssued_Pct
Crescent National,Personal Auto,12/31/2023,USD,NC,4123,4247,4741,2694,330,73.3,1303,89.58,104.95,19,3.23,94.72,13.32,2.89
Crescent National,Personal Auto,12/31/2024,USD,NC,2387,2459,2720,1527,179,71.5,738,90.4,102.39,19,2.41,96.59,13.7,9.89
Crescent National,Personal Auto,12/31/2023,USD,NJ,2854,2940,3282,1865,228,73.3,937,89.58,106.17,18,2.76,94.9,14.34,2.37
Crescent National,Personal Auto,12/31/2024,USD,NJ,3208,3304,3654,2052,241,71.5,961,90.42,101.43,15,3.15,97.54,10.26,6.68
Crescent National,Personal Auto,12/31/2023,USD,NY,1777,1830,2043,1161,142,73.3,563,89.57,105.01,17,2.59,94.31,12.03,2.68
Crescent National,Personal Auto,12/31/2024,USD,NY,966,995,1100,618,72,71.4,290,90.45,101.45,22,3.58,96.21,10.33,7.32
Crescent National,Personal Auto,12/31/2023,USD,OR,2873,2959,3304,1877,230,73.3,939,89.56,106.02,15,3.81,95.84,10.91,2.41
Crescent National,Personal Auto,12/31/2024,USD,OR,1179,1214,1342,754,88,71.4,357,90.46,101.7,15,2.65,96.3,10.54,8.84
Crescent National,Personal Auto,12/31/2023,USD,VA,1219,1256,1403,796,98,73.3,398,89.52,105.99,26,2.53,96.27,11.88,2.91
Crescent National,Personal Auto,12/31/2024,USD,VA,1439,1482,1639,921,108,71.5,433,90.42,101.6,20,2.76,96.72,11.78,8.13
Crescent National,Personal Auto,12/31/2023,USD,WA,523,539,601,342,42,73.4,169,89.68,105.74,27,2.27,96.27,14.09,2.67
Crescent National,Personal Auto,12/31/2024,USD,WA,1428,1471,1627,913,107,71.4,422,90.41,100.98,10,3.98,96.64,12.24,8.86
Crescent National,Workers Comp,12/31/2023,USD,CA,1334,1361,1637,934,93,77,336,83.14,102.17,138,17.45,95.69,-1.47,1.04
Crescent National,Workers Comp,12/31/2024,USD,CA,365,372,437,243,24,73.2,86,85.13,96.71,538,19.01,97.09,-1.47,0.35
Crescent National,Workers Comp,12/31/2023,USD,FL,54,55,67,38,4,77.8,14,82.09,103.7,427,15.11,97.75,-1.47,0.19
Crescent National,Workers Comp,12/31/2024,USD,FL,345,352,413,229,22,72.8,88,85.23,98.26,594,14.08,97.84,-1.47,0.09
Crescent National,Workers Comp,12/31/2023,USD,MA,473,482,580,331,33,77,111,83.1,100.42,173,14.43,94.9,-1.47,0
Crescent National,Workers Comp,12/31/2024,USD,MA,373,380,446,248,24,72.9,93,85.2,97.86,601,12.61,95.7,-1.47,0.07
Crescent National,Workers Comp,12/31/2023,USD,MD,313,319,383,219,22,77,73,83.29,100.32,123,15.03,97.49,-1.47,0.93
Crescent National,Workers Comp,12/31/2024,USD,MD,173,176,207,115,11,72.8,44,85.02,98.27,731,14.78,95.64,-1.47,0.07
Crescent National,Workers Comp,12/31/2023,USD,NC,169,172,207,118,12,76.9,39,83.09,100,362,15.44,97.86,-1.47,1.92
Crescent National,Workers Comp,12/31/2024,USD,NC,422,430,504,281,27,73,109,85.32,98.82,354,14.19,98.73,-1.47,0.26
Crescent National,Workers Comp,12/31/2023,USD,NJ,410,418,502,287,29,77.1,96,83.27,100.49,393,14.75,96.25,-1.47,1.12
Crescent National,Workers Comp,12/31/2024,USD,NJ,5,6,8,3,0,60,1,75,80,294,12.13,96.64,-1.47,0.38
Crescent National,Workers Comp,12/31/2023,USD,NY,331,338,406,232,23,77,84,83.25,102.42,385,12.17,94.93,-1.47,0.62
Crescent National,Workers Comp,12/31/2024,USD,NY,230,235,275,153,15,73,57,85.45,97.83,338,15.1,95.59,-1.47,0.3
Crescent National,Workers Comp,12/31/2023,USD,OR,104,106,127,73,7,76.9,26,83.46,101.92,334,11.09,96.58,-1.47,0.08
Crescent National,Workers Comp,12/31/2024,USD,OR,14,15,19,9,1,71.4,4,78.95,100,745,11.68,96.37,-1.47,0.43
Crescent National,Workers Comp,12/31/2023,USD,VA,116,118,142,81,8,76.7,30,83.1,102.59,518,19.96,96.16,-1.47,1.79
Crescent National,Workers Comp,12/31/2024,USD,VA,37,38,45,25,2,73,9,84.44,97.3,636,13.44,96.45,-1.47,0.32
Crescent National,Workers Comp,12/31/2023,USD,WA,512,522,627,358,36,77,127,83.25,101.76,146,14.9,97.6,-1.47,0.58
Crescent National,Workers Comp,12/31/2024,USD,WA,103,105,123,68,7,72.8,24,85.37,96.12,689,14.63,97.12,-1.47,0.38
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,CA,545,561,611,379,44,77.6,143,91.82,103.85,43,7.15,89.97,10.15,2.83
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,CA,242,249,261,159,16,72.3,53,95.4,94.21,19,15,90.36,10.53,6.21
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,FL,761,784,853,529,61,77.5,195,91.91,103.15,38,5.18,89.98,11.34,2.76
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,FL,714,735,772,470,46,72.3,184,95.21,98.04,22,10.57,92.65,10.74,9.65
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,MA,9,10,12,6,1,77.8,2,83.33,100,40,13.12,91.01,8.42,2.06
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,MA,323,333,350,213,21,72.4,81,95.14,97.52,27,10.44,93.54,10.15,6.82
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,MD,57,59,65,40,5,78.9,16,90.77,107.02,39,12.23,93.67,10.44,2.96
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,MD,1,2,3,1,0,100,0,66.67,100,21,13.99,92.15,10.88,6.15
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,NC,361,372,405,251,29,77.6,90,91.85,102.49,39,12.23,91.43,8.86,2.02
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,NC,118,122,128,78,8,72.9,31,95.31,99.15,22,8.85,91.2,8.89,9.46
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,NJ,176,181,197,122,14,77.3,52,91.88,106.82,36,13.15,90.15,8.28,2.54
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,NJ,144,148,155,95,9,72.2,31,95.48,93.75,23,9.06,90.14,8.43,8.19
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,NY,336,346,376,234,27,77.7,71,92.02,98.81,34,9.13,89.32,9.81,2.79
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,NY,416,428,450,274,27,72.4,87,95.11,93.27,21,10.46,90.21,9.18,7.68
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,OR,157,162,177,109,13,77.7,42,91.53,104.46,39,10.83,90.46,9.39,2.37
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,OR,161,166,175,106,10,72,39,94.86,96.27,21,6.45,92.17,9.42,9.09
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,VA,423,436,474,294,34,77.5,117,91.98,105.2,41,6.3,93.19,11.64,2.63
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,VA,262,270,284,172,17,72.1,70,95.07,98.85,22,8.72,94.48,10.44,5
HarborPoint Casualty,Commercial Auto,12/31/2023,USD,WA,106,109,118,74,8,77.4,25,92.37,100.94,33,5.93,91.04,9.11,2.34
HarborPoint Casualty,Commercial Auto,12/31/2024,USD,WA,347,357,376,228,23,72.3,101,94.95,101.44,19,6.74,91.18,11.12,9.1
HarborPoint Casualty,Homeowners,12/31/2023,USD,CA,1060,1081,1092,710,90,75.5,382,98.99,111.51,28,0.84,96.12,10.72,1.11
HarborPoint Casualty,Homeowners,12/31/2024,USD,CA,182,186,188,119,12,72,65,98.94,107.69,26,0.53,95.45,14.5,2.47
HarborPoint Casualty,Homeowners,12/31/2023,USD,FL,3836,3913,3952,2569,326,75.5,1381,99.01,111.47,25,0.26,95.13,14.71,1.71
HarborPoint Casualty,Homeowners,12/31/2024,USD,FL,838,855,864,547,54,71.7,279,98.96,105.01,27,0.55,96.43,10.25,2.1
HarborPoint Casualty,Homeowners,12/31/2023,USD,MA,530,541,546,355,45,75.5,191,99.08,111.51,21,0.28,94.77,10.49,1.88
HarborPoint Casualty,Homeowners,12/31/2024,USD,MA,517,527,532,337,34,71.8,175,99.06,105.61,26,0.46,96.19,10.83,3.08
HarborPoint Casualty,Homeowners,12/31/2023,USD,MD,997,1017,1027,668,85,75.5,359,99.03,111.53,28,0.24,95.98,10.39,1.92
HarborPoint Casualty,Homeowners,12/31/2024,USD,MD,262,267,270,171,17,71.8,88,98.89,105.34,22,0.58,95.7,12.23,2.16
HarborPoint Casualty,Homeowners,12/31/2023,USD,NC,49,50,51,33,4,75.5,18,98.04,112.24,23,0.66,96.07,12.46,1.66
HarborPoint Casualty,Homeowners,12/31/2024,USD,NC,1125,1148,1159,734,73,71.7,369,99.05,104.53,25,0.58,97.35,13.83,3.21
HarborPoint Casualty,Homeowners,12/31/2023,USD,NJ,593,605,611,397,50,75.4,213,99.02,111.3,25,0.44,95.59,11.27,1.21
HarborPoint Casualty,Homeowners,12/31/2024,USD,NJ,1619,1651,1668,1057,105,71.8,530,98.98,104.51,24,0.82,96.26,11.92,2.26
HarborPoint Casualty,Homeowners,12/31/2023,USD,NY,4958,5057,5108,3320,421,75.5,1785,99,111.46,26,0.72,96.7,14.94,1.08
HarborPoint Casualty,Homeowners,12/31/2024,USD,NY,902,920,929,589,59,71.8,331,99.03,108.54,26,0.27,97.73,10.54,4.23
HarborPoint Casualty,Homeowners,12/31/2023,USD,OR,705,719,726,472,60,75.5,254,99.04,111.49,28,0.61,95.23,14.84,1.29
HarborPoint Casualty,Homeowners,12/31/2024,USD,OR,171,174,176,112,11,71.9,58,98.86,105.85,21,0.38,95.84,11.63,4.42
HarborPoint Casualty,Homeowners,12/31/2023,USD,VA,1051,1072,1083,704,89,75.5,378,98.98,111.42,23,0.39,96.37,12.08,1.99
HarborPoint Casualty,Homeowners,12/31/2024,USD,VA,880,898,907,574,57,71.7,298,99.01,105.57,28,0.75,96.76,11.6,4.17
HarborPoint Casualty,Homeowners,12/31/2023,USD,WA,669,682,689,448,57,75.5,241,98.98,111.51,27,0.84,94.17,12.52,1.95
HarborPoint Casualty,Homeowners,12/31/2024,USD,WA,673,687,694,439,44,71.8,240,98.99,107.43,24,0.81,95.77,10.36,2.57
HarborPoint Casualty,Personal Auto,12/31/2023,USD,CA,540,556,621,353,43,73.3,173,89.53,105.37,24,2.73,94.99,13.08,2.46
HarborPoint Casualty,Personal Auto,12/31/2024,USD,CA,2995,3085,3412,1916,225,71.5,925,90.42,102.37,24,3.99,96.99,10.4,8.48
HarborPoint Casualty,Personal Auto,12/31/2023,USD,FL,2567,2644,2952,1677,205,73.3,836,89.57,105.88,27,3.5,94.66,10.56,2.13
HarborPoint Casualty,Personal Auto,12/31/2024,USD,FL,718,740,818,459,54,71.4,215,90.46,101.39,15,3.83,96.22,11.86,8.05
HarborPoint Casualty,Personal Auto,12/31/2023,USD,MA,431,444,495,282,34,73.3,137,89.7,105.1,19,3.66,95.41,12.77,2.91
HarborPoint Casualty,Personal Auto,12/31/2024,USD,MA,949,978,1082,607,71,71.4,294,90.39,102.42,14,3.6,97.18,12.37,8.28
HarborPoint Casualty,Personal Auto,12/31/2023,USD,MD,86,89,99,56,7,73.3,28,89.9,105.81,23,4,95.57,12.32,2.54
HarborPoint Casualty,Personal Auto,12/31/2024,USD,MD,118,122,135,76,9,72,36,90.37,102.54,29,2.5,98,10.48,9.21
HarborPoint Casualty,Personal Auto,12/31/2023,USD,NC,965,994,1110,630,77,73.3,301,89.55,104.46,10,2.57,96.78,11.82,2.36
HarborPoint Casualty,Personal Auto,12/31/2024,USD,NC,1592,1640,1813,1018,119,71.4,489,90.46,102.14,19,2.64,96.04,14.82,8.92
HarborPoint Casualty,Personal Auto,12/31/2023,USD,NJ,1472,1516,1692,962,118,73.4,475,89.6,105.64,22,2.85,96.54,10.64,2.9
HarborPoint Casualty,Personal Auto,12/31/2024,USD,NJ,1780,1833,2027,1139,134,71.5,521,90.43,100.79,17,3.07,95.01,12.94,9.25
HarborPoint Casualty,Personal Auto,12/31/2023,USD,NY,721,743,829,471,58,73.4,232,89.63,105.55,21,2.27,96.68,15,2.08
HarborPoint Casualty,Personal Auto,12/31/2024,USD,NY,7125,7339,8116,4558,534,71.5,2164,90.43,101.84,11,3.07,95.39,11.89,5.92
HarborPoint Casualty,Personal Auto,12/31/2023,USD,OR,265,273,305,173,21,73.2,82,89.51,104.15,9,3.12,96.46,11.02,2.32
HarborPoint Casualty,Personal Auto,12/31/2024,USD,OR,728,750,830,466,55,71.6,218,90.36,101.51,20,2.99,96.53,12.59,8.47
HarborPoint Casualty,Personal Auto,12/31/2023,USD,VA,843,868,969,551,67,73.3,275,89.58,105.93,17,4,96.78,10.88,2.56
HarborPoint Casualty,Personal Auto,12/31/2024,USD,VA,344,354,392,220,26,71.5,102,90.31,101.16,22,3.28,95.95,11.13,8.79
HarborPoint Casualty,Personal Auto,12/31/2023,USD,WA,883,910,1016,577,71,73.4,282,89.57,105.32,27,3.47,95.48,10.68,2.32
HarborPoint Casualty,Personal Auto,12/31/2024,USD,WA,646,665,736,413,48,71.4,193,90.35,101.24,19,2.76,97.76,14.26,6.46
HarborPoint Casualty,Workers Comp,12/31/2023,USD,CA,63,64,77,44,4,76.2,15,83.12,100,258,19.49,95.67,-1.47,1.42
HarborPoint Casualty,Workers Comp,12/31/2024,USD,CA,22,23,28,15,1,72.7,6,82.14,100,165,13.64,98.58,-1.47,0.48
HarborPoint Casualty,Workers Comp,12/31/2023,USD,FL,98,100,120,69,7,77.6,25,83.33,103.06,369,11.77,95.11,-1.47,1.34
HarborPoint Casualty,Workers Comp,12/31/2024,USD,FL,69,70,82,46,5,73.9,16,85.37,97.1,603,18.69,98.9,-1.47,0.17
HarborPoint Casualty,Workers Comp,12/31/2023,USD,MA,137,140,168,96,10,77.4,36,83.33,103.65,344,15.57,94.5,-1.47,0.4
HarborPoint Casualty,Workers Comp,12/31/2024,USD,MA,27,28,34,18,2,74.1,7,82.35,100,244,12.29,97.54,-1.47,0.1
HarborPoint Casualty,Workers Comp,12/31/2023,USD,MD,85,87,105,60,6,77.6,20,82.86,101.18,88,12.12,96.56,-1.47,0.2
HarborPoint Casualty,Workers Comp,12/31/2024,USD,MD,32,33,39,21,2,71.9,8,84.62,96.88,530,18.99,97.99,-1.47,0.08
HarborPoint Casualty,Workers Comp,12/31/2023,USD,NC,177,181,218,124,12,76.8,41,83.03,100,432,12.42,97.68,-1.47,0.73
HarborPoint Casualty,Workers Comp,12/31/2024,USD,NC,39,40,48,26,3,74.4,10,83.33,100,483,18.1,96.22,-1.47,0.3
HarborPoint Casualty,Workers Comp,12/31/2023,USD,NJ,3,4,6,2,0,66.7,1,66.67,100,274,10.01,94,-1.47,0.59
HarborPoint Casualty,Workers Comp,12/31/2024,USD,NJ,20,21,26,13,1,70,5,80.77,95,238,19.57,98.54,-1.47,0.27
HarborPoint Casualty,Workers Comp,12/31/2023,USD,NY,114,116,139,80,8,77.2,27,83.45,100.88,399,10.73,96.96,-1.47,1.34
HarborPoint Casualty,Workers Comp,12/31/2024,USD,NY,28,29,35,19,2,75,7,82.86,100,513,18.6,95.88,-1.47,0.11
HarborPoint Casualty,Workers Comp,12/31/2023,USD,OR,53,54,65,37,4,77.4,12,83.08,100,268,19.37,97.89,-1.47,1.67
HarborPoint Casualty,Workers Comp,12/31/2024,USD,OR,5,6,8,3,0,60,1,75,80,338,11.39,95.43,-1.47,0.46
HarborPoint Casualty,Workers Comp,12/31/2023,USD,VA,7,8,11,5,1,85.7,2,72.73,114.29,390,13.14,94.4,-1.47,0.38
HarborPoint Casualty,Workers Comp,12/31/2024,USD,VA,50,51,60,33,3,72,13,85,98,309,15.29,98.8,-1.47,0.49
HarborPoint Casualty,Workers Comp,12/31/2023,USD,WA,20,21,26,14,1,75,5,80.77,100,168,15.91,94.15,-1.47,0.93
HarborPoint Casualty,Workers Comp,12/31/2024,USD,WA,151,154,181,100,10,72.8,39,85.08,98.68,320,11.7,98.46,-1.47,0.13
Heritage Specialty,Commercial Auto,12/31/2023,USD,CA,384,396,431,267,31,77.6,102,91.88,104.17,43,11.57,92.63,11.15,2.01
Heritage Specialty,Commercial Auto,12/31/2024,USD,CA,107,110,116,70,7,72,22,94.83,92.52,20,6.27,93.02,10.4,8.18
Heritage Specialty,Commercial Auto,12/31/2023,USD,FL,1856,1912,2080,1290,148,77.5,372,91.92,97.52,31,9.77,93.08,11.13,2.02
Heritage Specialty,Commercial Auto,12/31/2024,USD,FL,187,193,203,123,12,72.2,38,95.07,92.51,20,13.52,93.53,8.56,6.6
Heritage Specialty,Commercial Auto,12/31/2023,USD,MA,707,728,792,492,57,77.7,184,91.92,103.68,31,11.08,89.46,10.75,2.02
Heritage Specialty,Commercial Auto,12/31/2024,USD,MA,60,62,66,40,4,73.3,17,93.94,101.67,24,10.83,90.34,9.13,5.85
Heritage Specialty,Commercial Auto,12/31/2023,USD,MD,1791,1845,2006,1245,143,77.5,401,91.97,99.89,33,12.41,92.01,11.63,2.13
Heritage Specialty,Commercial Auto,12/31/2024,USD,MD,321,331,348,211,21,72.3,91,95.11,100.62,24,9.17,90.88,8.38,5.19
Heritage Specialty,Commercial Auto,12/31/2023,USD,NC,157,162,177,109,13,77.7,32,91.53,98.09,36,11.51,93.78,9.54,2.6
Heritage Specialty,Commercial Auto,12/31/2024,USD,NC,151,156,164,99,10,72.2,42,95.12,100,25,9.06,91.74,10.33,9.46
Heritage Specialty,Commercial Auto,12/31/2023,USD,NJ,419,432,470,291,33,77.3,123,91.91,106.68,38,10.54,91.08,9.57,2.58
Heritage Specialty,Commercial Auto,12/31/2024,USD,NJ,74,76,80,49,5,73,21,95,101.35,22,9.59,93.26,8.68,5.43
Heritage Specialty,Commercial Auto,12/31/2023,USD,NY,295,304,331,205,24,77.6,80,91.84,104.75,36,10.65,89.19,8.69,2.4
Heritage Specialty,Commercial Auto,12/31/2024,USD,NY,174,179,188,115,11,72.4,49,95.21,100.57,26,10.91,91.96,9.82,6.14
Heritage Specialty,Commercial Auto,12/31/2023,USD,OR,221,228,248,154,18,77.8,45,91.94,98.19,38,8.49,93.75,8.91,2.72
Heritage Specialty,Commercial Auto,12/31/2024,USD,OR,331,341,358,218,21,72.2,73,95.25,94.26,19,14.96,93.7,10.92,8.37
Heritage Specialty,Commercial Auto,12/31/2023,USD,VA,856,882,960,595,68,77.5,182,91.88,98.71,35,5.62,93.38,11.42,2.01
Heritage Specialty,Commercial Auto,12/31/2024,USD,VA,3,4,5,2,0,66.7,1,80,100,23,14.65,94.39,10.5,8.72
Heritage Specialty,Commercial Auto,12/31/2023,USD,WA,285,294,320,198,23,77.5,78,91.88,104.91,42,9.92,91.62,9.59,2.26
Heritage Specialty,Commercial Auto,12/31/2024,USD,WA,21,22,24,14,1,71.4,6,91.67,100,26,9,93.93,9.12,5.63
Heritage Specialty,Homeowners,12/31/2023,USD,CA,195,199,201,131,17,75.9,70,99,111.79,21,0.74,96.24,12.16,1.4
Heritage Specialty,Homeowners,12/31/2024,USD,CA,57,58,59,37,4,71.9,21,98.31,108.77,28,0.9,96.55,13.12,4.2
Heritage Specialty,Homeowners,12/31/2023,USD,FL,413,421,425,277,35,75.5,149,99.06,111.62,26,0.36,96.96,10.5,1.34
Heritage Specialty,Homeowners,12/31/2024,USD,FL,3,4,5,2,0,66.7,1,80,100,20,0.84,95.52,10.81,2.75
Heritage Specialty,Homeowners,12/31/2023,USD,MA,125,128,129,84,11,76,45,99.22,112,25,0.41,96.64,11.64,1.56
Heritage Specialty,Homeowners,12/31/2024,USD,MA,11,12,13,7,1,72.7,4,92.31,109.09,24,0.82,95.62,11.67,4.19
Heritage Specialty,Homeowners,12/31/2023,USD,MD,124,126,127,83,11,75.8,45,99.21,112.1,24,0.34,95.83,11.26,1.28
Heritage Specialty,Homeowners,12/31/2024,USD,MD,3,4,5,2,0,66.7,1,80,100,27,0.39,97,13.49,3.81
Heritage Specialty,Homeowners,12/31/2023,USD,NC,786,802,810,526,67,75.4,283,99.01,111.45,21,0.28,96.03,10.83,2
Heritage Specialty,Homeowners,12/31/2024,USD,NC,49,50,51,32,3,71.4,16,98.04,104.08,27,0.46,95.84,14.01,3.1
Heritage Specialty,Homeowners,12/31/2023,USD,NJ,1154,1177,1189,773,98,75.5,415,98.99,111.44,28,0.34,95.19,13.01,1.23
Heritage Specialty,Homeowners,12/31/2024,USD,NJ,21,22,23,14,1,71.4,7,95.65,104.76,23,0.38,95.63,11.35,2.23
Heritage Specialty,Homeowners,12/31/2023,USD,NY,216,220,222,145,18,75.5,78,99.1,111.57,25,0.85,96.21,10.52,1.42
Heritage Specialty,Homeowners,12/31/2024,USD,NY,20,21,22,13,1,70,7,95.45,105,27,0.6,97.9,12.01,4.53
Heritage Specialty,Homeowners,12/31/2023,USD,OR,24,25,26,16,2,75,9,96.15,112.5,24,0.48,96.38,10.66,1.48
Heritage Specialty,Homeowners,12/31/2024,USD,OR,22,23,24,14,1,68.2,8,95.83,104.55,26,0.87,95.12,11.49,4.72
Heritage Specialty,Homeowners,12/31/2023,USD,VA,448,457,462,300,38,75.4,161,98.92,111.38,22,0.46,97,12.77,1.14
Heritage Specialty,Homeowners,12/31/2024,USD,VA,41,42,43,27,3,73.2,13,97.67,104.88,29,0.44,96.8,14.88,3.88
Heritage Specialty,Homeowners,12/31/2023,USD,WA,323,329,332,216,27,75.2,116,99.1,111.15,17,0.66,95.59,12.62,1.39
Heritage Specialty,Homeowners,12/31/2024,USD,WA,53,54,55,35,3,71.7,19,98.18,107.55,23,0.65,96.75,10.89,4.93
Heritage Specialty,Personal Auto,12/31/2023,USD,CA,1081,1113,1243,706,86,73.3,336,89.54,104.35,14,3.13,94.2,12.61,2.49
Heritage Specialty,Personal Auto,12/31/2024,USD,CA,581,598,661,372,44,71.6,179,90.47,102.41,27,3.44,96.96,12.82,9.23
Heritage Specialty,Personal Auto,12/31/2023,USD,FL,1977,2036,2273,1292,158,73.3,641,89.57,105.77,24,2.82,94.33,12.39,2.26
Heritage Specialty,Personal Auto,12/31/2024,USD,FL,3363,3464,3831,2151,252,71.5,987,90.42,100.8,22,2.58,96.53,12.65,6.43
Heritage Specialty,Personal Auto,12/31/2023,USD,MA,800,824,920,523,64,73.4,249,89.57,104.5,14,3.94,95.17,11.16,2.14
Heritage Specialty,Personal Auto,12/31/2024,USD,MA,3146,3240,3583,2012,236,71.5,924,90.43,100.83,25,2.68,97.36,14.66,6.3
Heritage Specialty,Personal Auto,12/31/2023,USD,MD,745,767,857,487,60,73.4,246,89.5,106.44,24,3.1,94.83,12.26,2.02
Heritage Specialty,Personal Auto,12/31/2024,USD,MD,187,193,213,120,14,71.7,56,90.61,101.6,14,2.28,95.96,13.98,9.36
Heritage Specialty,Personal Auto,12/31/2023,USD,NC,96,99,111,63,8,74,31,89.19,106.25,21,2.38,94.34,13.51,2.15
Heritage Specialty,Personal Auto,12/31/2024,USD,NC,1368,1409,1558,875,103,71.5,414,90.44,101.75,16,2.38,97.5,14.21,6.09
Heritage Specialty,Personal Auto,12/31/2023,USD,NJ,1679,1729,1930,1097,134,73.3,540,89.59,105.48,15,2.78,96.93,11.59,3
Heritage Specialty,Personal Auto,12/31/2024,USD,NJ,585,603,667,374,44,71.5,171,90.4,100.68,21,3.75,95.05,11.04,7.14
Heritage Specialty,Personal Auto,12/31/2023,USD,NY,895,922,1029,585,72,73.4,294,89.6,106.26,27,2.13,94.59,14.49,2.62
Heritage Specialty,Personal Auto,12/31/2024,USD,NY,288,297,328,184,22,71.5,85,90.55,101.04,15,2.89,96.83,10.59,6.86
Heritage Specialty,Personal Auto,12/31/2023,USD,OR,118,122,136,77,9,72.9,38,89.71,105.08,14,2.38,96.93,11.61,2.55
Heritage Specialty,Personal Auto,12/31/2024,USD,OR,2048,2109,2332,1310,154,71.5,623,90.44,101.9,19,2.47,97.76,13.44,9.39
Heritage Specialty,Personal Auto,12/31/2023,USD,VA,273,281,314,178,22,73.3,88,89.49,105.49,20,2.1,96.31,11.33,2.45
Heritage Specialty,Personal Auto,12/31/2024,USD,VA,1853,1909,2111,1185,139,71.5,572,90.43,102.32,15,3.53,97.17,12.27,7.29
Heritage Specialty,Personal Auto,12/31/2023,USD,WA,2554,2631,2937,1669,204,73.3,799,89.58,104.62,23,2.98,95.83,15,2.75
Heritage Specialty,Personal Auto,12/31/2024,USD,WA,238,245,270,152,18,71.4,71,90.74,101.26,23,3.1,97.65,13.61,8.49
Heritage Specialty,Workers Comp,12/31/2023,USD,CA,374,382,459,262,26,77,91,83.22,101.34,274,14.66,96.88,-1.47,0
Heritage Specialty,Workers Comp,12/31/2024,USD,CA,6,7,9,4,0,66.7,1,77.78,83.33,273,18.28,96.13,-1.47,0.1
Heritage Specialty,Workers Comp,12/31/2023,USD,FL,929,948,1139,650,65,77,217,83.23,100.32,310,14.25,96.64,-1.47,0.47
Heritage Specialty,Workers Comp,12/31/2024,USD,FL,559,570,669,372,36,73,131,85.2,96.42,480,16.41,97.73,-1.47,0.12
Heritage Specialty,Workers Comp,12/31/2023,USD,MA,1442,1471,1769,1009,101,77,344,83.15,100.83,183,15.38,94.03,-1.47,1.54
Heritage Specialty,Workers Comp,12/31/2024,USD,MA,1404,1432,1679,934,91,73,336,85.29,96.94,495,12.81,96.85,-1.47,0.2
Heritage Specialty,Workers Comp,12/31/2023,USD,MD,122,124,149,85,9,77,30,83.22,101.64,267,11.68,97.24,-1.47,1.53
Heritage Specialty,Workers Comp,12/31/2024,USD,MD,610,622,729,406,40,73.1,151,85.32,97.87,387,18.71,96.19,-1.47,0.42
Heritage Specialty,Workers Comp,12/31/2023,USD,NC,92,94,113,64,6,76.1,23,83.19,101.09,352,20,96.16,-1.47,1.6
Heritage Specialty,Workers Comp,12/31/2024,USD,NC,252,257,302,168,16,73,61,85.1,97.22,229,11.17,96.27,-1.47,0.29
Heritage Specialty,Workers Comp,12/31/2023,USD,NJ,20,21,26,14,1,75,5,80.77,100,162,18.66,97.63,-1.47,0.29
Heritage Specialty,Workers Comp,12/31/2024,USD,NJ,104,106,124,69,7,73.1,25,85.48,97.12,383,15.87,95.6,-1.47,0.05
Heritage Specialty,Workers Comp,12/31/2023,USD,NY,105,107,129,74,7,77.1,26,82.95,101.9,196,17.57,97.29,-1.47,1.05
Heritage Specialty,Workers Comp,12/31/2024,USD,NY,85,87,102,57,6,74.1,20,85.29,97.65,664,17.46,97.15,-1.47,0.26
Heritage Specialty,Workers Comp,12/31/2023,USD,OR,17,18,23,12,1,76.5,4,78.26,100,329,14.99,97.26,-1.47,0.8
Heritage Specialty,Workers Comp,12/31/2024,USD,OR,538,549,643,358,35,73,130,85.38,97.21,318,10.35,96.81,-1.47,0.03
Heritage Specialty,Workers Comp,12/31/2023,USD,VA,520,530,637,364,36,76.9,127,83.2,101.35,321,11.91,95.75,-1.47,1.96
Heritage Specialty,Workers Comp,12/31/2024,USD,VA,1209,1233,1445,804,79,73,286,85.33,96.69,438,16.22,97.05,-1.47,0.2
Heritage Specialty,Workers Comp,12/31/2023,USD,WA,128,131,157,90,9,77.3,32,83.44,102.34,90,19.55,94.92,-1.47,1.22
Heritage Specialty,Workers Comp,12/31/2024,USD,WA,56,57,67,37,4,73.2,14,85.07,98.21,348,18.32,95.77,-1.47,0.21
